star_rating,review_body
3,"Like other many other users, I upgraded to Quicken 2013 in order to not lose my download features. I have been a Quicken user since version 1.0. I have to say that I am really surprised at how little has changed since my 2009 version.  The memorized payee list no longer has a \\""Use\\"" selection so I find changind payee information a pain now. I  don't understand why subtotals in reports are at the beginning of the category and not the end. I have never been wild about specifying subtotals in Quicken and this version is average at best. I would like much more control on subtotals such as subtotals among payees within a category. I have not been successful in setting up a new account with automatic updates for a home equity account at my credit union. Overall, Quicken is still a good product, but I personally haven't seen much useful change in recent years."
4,It is good. I haven't had any problem with it. Does what it claims to do. Creating bulletins and newsletters.
2,i got this for school purposes but it looks like i didn't need it after all. but everything is good on it. it has everything you need.
3,"I bought this to use on my MacBook Pro, as I could use the standard word processor on my windows net book.  It seems there could be some improvements in its adaptability to the Mac.  Although, it does what I need for now."
4,"I'm not the best with technology but this seems to be similar to the windows 07 which is what I'm familiar with. Of course it has it's differences which seem good so far. I'm able to do with it what I need. It seemed to be at a good price for Word, PowerPoint, and Excell."
1,The title is misleading. The State part is not free. It will charge you $25 more for filing. TurboTax itself is a good software.
3,I downloaded the free version and it worked well so I upgraded for 1 year.  Then I started having items blocked from my bank by a pop up blocker.  I confirmed that my personal system had listed the site as allowing the pop up and called Avast.  I was informed that I needed to purchase 1 year of support for 175.00 to obtain assistance in disabling the blocker.  Before purchase an upgrade on this product be aware that they piecemeal out charges.
1,Purchased when I could not access my Word app but was extremely unhappy with the way it worked. I did not like the set up or really much of anything about it.
3,Great product. I have been using it for years. There is nothing better and you can not beat the price!!
0,"Was shopping for cooking software, and this looked intriguing, like a software version of pinterest.  I checked out the reviews and immediately noticed something fishy.  Dozens of very recent, glowing reviews, yet none verified- for a download product?  A little more inspection reveals each of these reviewers bought every version of the software, and loved all of them!  I have no idea if this is good software.  I won't take the risk, because the developer won't let the product stand on its own.  Shady at best. I'll pass.<br /><br />Edit: After being challenged by the owner of the company, I did some further investigating.  On a product page (http://www.amazon.com/Cookn-Recipe-Organizer-Version-11/dp/B00GNI9RSE/ref=cm_cr_pr_product_top) with 16 5-star reviews, at least four of the reviewers are transparently DVO employees.  Of the remaining, seven reviewers have left identical five star reviews of this product on numerous other websites, invariably alongside reviews by these four employees.  This means the majority (11/16) of the five star reviews of this product on this page are falsified.<br /><br />Another area of concern is that the owner appears to be actively looking for negative reviews of the product, and in several cases is sharing customer's communications and transaction details publicly, often in an aggressive and combative manner.  He has commented on this review, and rather than address the issue of the BS reviews, has tried to sidestep the issue entirely in favor of calling me names."
2,"I must admit, I'm no fan of the intuit experience. They, in the past, seemed to care very little about it. But with this version, I see minor improvements. And there really isn't much competition, unfortunately."
2,"This software is exactly the same as the Organizer Pro program, but it costs $20 more. Not worth the extra money when there is a cheaper product out there."
1,"I have been a Quicken user for over 12 years and the 2013 release is the worst I have ever used.  I wish I could go back to the 2003 version.  2013 is way too complex and, in my estimation, too inflexible.  Sometimes, \\""when it's not broken, don't fix it\\"" is the best policy.<br /><br />Update as of August 14, 2013.......Even worse that I described above.  I could do a better job with an old slide rule.  I used to love Quicken but not anymore!!!!!!!!!!!!"
0,"I'm done. I've used TurboTax for a decade with no issues until now. I have a pretty simple tax situation. But this year I need to file a 1099-b form for a $50 gain on an investment I sold. I just found out the Deluxe version I'd always relied on won't let you get this common form - you have to upgrade to the Premiere ($$$) version. I dare you to find that little nugget of information on the packaging.<br /><br />I'm not waiting to find out what surprise up-charges are in store for me next year from Intuit. I'm retuning my unopened version and looking for alternatives.<br /><br />Taxpayers, beware! Look at all your tax forms and make sure they're supported before you buy any version. This used to be called &#34;bait and switch&#34;, now its just a &#34;brand tier strategy&#34;.  TaxAct, H&R Block, or my friends accountant are getting my business now."
1,"After installing the software, there are at least 3 different areas of the screen that advertise other Intuit/Quickbook products. According to Quickbooks support, one of the advertising icons that appears in the middle of the screen is related to a promotion that end in April.  We already use this service so what do I have to look at this commercial for a month.  Also, I assume when this promotion ends there will be another one.<br /><br />If Intuit wants to use Quickbooks as a marketing platform, make it free otherwise give paying customers the ability to turn off the ads."
0,"Horrible. I downloaded this after researching and testing out a few other personal finance apps (Personal Capital, Mint, and a few others). I couldn't find one that did everything that I wanted so I just went with Quicken in the hopes that I could just manually edit the accounts that I couldn't add.<br /><br />Quicken not only imported my investment information incorrectly, I discovered after the fact that a couple of my financial institutions only support Quicken for Windows (WTF?!). Importing my credit card transactions manually is also inefficient and non-intuitive. many times I tried to import a qfx only for me to see nothing happening. I randomnly get the import dialogue but often Quicken will just say it imported my info without giving me the option to choose which account to apply it to.<br /><br />Stay away and just use a spreadsheet instead :P"
0,This wasn't worth the money! It didn't fix anything!
1,Terrible ability to import data from other inuit products
0,"For my purposes, Quicken 2013 is no improvement.  In fact, some things, like updating my Cash Account, are far more complicated to accomplish.  I use Quicken just to keep track of my portfolio, and don't need all the other features which I can easily handle without a computer program. I only bought it because I was e-mailed that starting 4/1/13, I would no longer be able to download daily security quotes with Quicken 2010.  It's called planned obsolescence and an annuity for Intuit."
0,Don/t bother use 11.
0,"MSFT products are horrible and constantly crash. After three decades of using their products you'd expect them to make their products more stable. However, all they do is change the icons around adding little value for the bulk of users. If there was an alternative without significant limitations I would have switched long ago."
0,If you really need this buy the disks and wait for them.  If something goes wrong you're screwed.
0,no good
0,This software sucks
1,I have used TurboTax for the past 8 years.  The past 2 year I noticed is have been getting cheated out of my &#34;Free E-File&#34; for the State filing.  It asked if i was ready to use it and when i state yes I am it didn't show up as free.  This has happened the past 2 years like clockwork.  It has become frustrating but what can you do... Calling you hit a phone tree that goes in circles until you give up...
0,"I have used Intuit software for as many years as it has existed.  Until 2008 it was great.  2014 is a total waste of time and money.  It is full of bugs and crashes routinely.  We have tried it on several computers, including a brand new one.  All with the same results.  I called support, got a hold of someone in India, (of course) who after 15 minutes told me he had to go get a glass of water  27 minutes later he returned!  And was unable to help me.  Sadly, quicken is no longer what they used to be.  Save your money and go back to using a paper register."
2,"Doesn't come with State E-file , so you have to buy state e-file for $35.00"
2,Have only gotten this to download and work on one computer. I will update soon and let you know if I get the others to upload.
4,I love Microsoft office for Mac!
1,Its free to download but not free to use all features. It didn't find most of my lost pics and it found my current pics which is pointless..
0,"I had the worse experience trying to download this product.  Amazon's customer service directed me to Microsoft for help.  MS could not get this product to download and had me purchase the program directly from them, assuring me that Amazon would give me a refund for the product I bought from them.  Amazon said no and discounted the actions of MS.  Finally, after a couple of days, I contacted MS's account department, and they graciously refunded the purchase with my promise to remove the product from my computer.  Gladly done.  So, now I am stuck with the program I got from Amazon that won't download.  Not only did they take my money, the time and engery this ordeal it took was exhausting.<br />Update - Amazon's customer service call me back today and got me up and running.  Thank you."
4,I loved this version. It worked great and protected our computers well. Had no difficulties with installation or updates. I wish 2013 version worked as well.
0,The Downloader takes forever especially with twc internet. The product is fine because my son has it on his school computer.
3,"Easy to use. Could include forms and software routing for issues such as my wife needing a taxpayer ID number from IRS. Also, some information should be auto loaded when you include your previous years return. Why should you have to retype your address? Could include links to download forms."
4,I love Avast free antivirus. It updates daily and works great. I don't know what I would do without it.
0,"I have used Quicken since the early 1990's and am a power user. Despite the poor reviews, I upgraded from Quicken Premiere 2011 to 2014. I am in the first 20 minutes of use and have already found several bugs.<br /><br />The first is that when I maximize the window to fill my 25\\"" monitor, I get nothing but a light blue screen. I had to re-size the Quicken window manually to full width, but about 1\\"" shorter than full height before it would display the normal Quicken desktop. Stupidly annoying.<br /><br />Secondly the graph colors and color combination are now garish ... trying to be \\""fashionable\\"" rather than the \\""business colors\\"" in 2011. Note that the colors in the bars of a bar graph are also \\""variegated\\"" meaning they fade in one direction ... trying WAY TOO HARD to be hip/now, rather than competently displaying the financial information. Also, the two of the colors of the bars in the portfolio graph are the same and one DOES NOT MATCH the colors in the graph's legend. Unbelievable, but true.<br /><br />As of November 22 Quicken has had 3 update releases in about 45 days ... hopefully they will issue another release soon because finding these issues in the first few minutes does not bode well for the next few days of use.<br /><br />Update about two hours later ... just registered the product online. I was forced to register in order to use One Step Update. It asked my to log in to my Quicken account, which I did, but it still asked for all my personal information (which is in my Quicken Account profile) ... so stupid."
0,"Based upon all the negative reviews of TutboTax Deluxe 2014 and being a long time user of TurboTax, I have changed my decision from using TurboTax Deluxe 2014 to using H&R Block Tax Preparation software.  Whether Intuit gets the message doesn't matter if enough former users change to another tax prep software."
1,"I use Quicken because I started using it many years ago and it might be very difficult to switch, but I'll still consider switching someday when I have more time to deal with it.  Quicken forces you to pay for an update every few years by making the old versions not work anymore  even though any &#34;improvements&#34; are negligible.  Quicken also makes changes simply for the sake of change rather than to improve the function of the product, as a consequence it is hard to re-learn how to use the different features of the software.  I actually cannot do as much with it as I could many years ago when I first started using Quicken.  Quicken seems to put a lot of importance on checkbook register and expense tracking functions, which seems like a complete waste of time to me.  It is much faster to keep a handwritten check register than to enter everything into Quicken, and wouldn't you have to keep a written register or notes anyway in order to know what to put into Quicken?  These useless functions get in the way and make it harder to find/figure out functions I would like to use.  It would be better if Quicken would make and investment tracking/analysis version without the basic budget/checking functions.  Of course, it is possible that Quicken is the best software offered for these purposes, but that doesn't mean it is good.  Tech geeks like to change things for their own entertainment without considering that to most of us the software is a tool, not a game, and we want the tool to be easy to use and don't want to turn it on one day and have to re-learn how to use it."
2,We had to upgrade to this version so we could continue the online syncing with our accounts.  We have one account that rarely syncs now even though I have reset up the linking at least 5 times.  And the cash accounts are frustrating T times.  Overall it works.... Just have to get past the random glitches.
2,I had anticipated a downloadable plus a disc.  The info was unclear.  Didnot find out til after purchase was made.  Lasyear the state file was free.  this yr it cost $20.
3,good price on this.  Works as expected.
2,Fairly annoying to be honest. Barely used it.
0,Was not the original I thought it was.  I already owned this on cd.  Waste of money.  I wanted original game version
2,"Well, it's office. For mac. The only real difference between this version and the 2008 version is a bit of graphical changes, an artsier matte finish on the dock icons and only one product key (compared to 2008's five!). The main issue I have with this version is that I upgraded to it because the 2008 version looked fuzzy and blurred on my Retina macbook pro. I assumed this was because the 2008 version didn't have the compatibility for upscaling the graphics to the higher-res graphics on the new macs. Turns out, this is not the answer! No, this looks IDENTICALLY blurry on my mac. It's not unusable, but compared to the 2008 version I wish I waited until a real update comes out for upscaling the graphics (supposedly it happened and there are ways to fix the issue but none of them have worked for me). Aside from that, again, it's office for mac, it's the best at what it does. I wish the formatting palette was as robust as the 2008 version but I can manage without that.<br /><br />WAIT FOR AN UPDATE"
2,Good for basic vector designs but dont expect any better..
1,"Absolutely LAME. I have used PP in some free variation for a while and decided to upgrade to the professional edition.<br /><br />When used on my work network shares when I change folders the screen whitewashes out and becomes unusable, often for several minutes. I called tech support. (90 days free tech support with purchase). What did the tech support person say? It's a known issue and PP14 Pro isn't supported on a network. What the heck do they think professionals use? Cans and a string?<br /><br />So I can add network locations, mapped drives, etc. to my folder manager, and I can browse to them, but when I get there it becomes unstable and sometimes crashes. And they have no intention of fixing it on 2 year old software.<br /><br />I am deleting and taking the $50 loss on this pathetic software and purchasing FileCenter. http://smile.amazon.com/Lucion-Technologies-LLC-ESD-FCS81PC-FileCenter/dp/B00CB0WKUA/"
4,"Yes, it is confusing.  Yes, after downloading, message says \\""15 days remaining\\"". And you say, \\""What the heck??\\"" However, after entering the product key, you will activate Norton for 366 days!<br /><br />After downloading and installing Norton program:<br />1)  Copy your product key number received from Amazon email confirming your purchase.<br />2)  Open your Norton account (the icon at the far lower right of your desktop screen).<br />3)  At the bottom of the opening page, it says \\""Subscription Status\\"".  In yellow, it says \\""Renew\\"" Click Renew.<br />4)  The next page says \\""Renew my subscription\\"", \\""I have a code key to enter\\"".  Paste your code key here.  You will receive a message that says \\""you have successfully activated, blah , blah, blah.  You have 366 days Remaining.  Ahhh.  Music to my ears!!"
4,"Transfer of data from prior year's TurboTax went very well.  Very similar to TT in the layout of questions. Although I've not yet filed, I likely will stay with this product vs TT"
0,"Dont buy this, the key doesnt work need a user name to and amazon dont give you that, they only give you the serial."
4,"Popped the CD into my computer, shut down all applications, ran setup.  Done.  Installation took less than three minutes.  Software install asked me for a directory, took the default folder, and away it went.  No error prompts of any kind whatsoever, no missing fonts, no missing anything to install.  It does not get any better than this, folks.  It even found my previous TTax installation from last year on my computer and gave me a welcome back.  I launched the program immediately after finishing the installation.  It started right away (no check for updates yet).  As I started the 2013 return, it found the 2012 return in no time at all.  I clicked on &#34;Transfer Return.&#34;  Done in a few seconds.  All the personal information imported, and I am ready to start my return.<br /><br />What I have:<br />1. Windows 7 Ultimate x64 v 6.1.7601<br />2. Webroot SecureAnywhere v8.0.4.46 Antivirus--running in the background; not disabled during installation<br />3. TTax Premier V1300R<br />4. Windows Firewall ON<br />5.  All the latest and greatest Windows Updates installed (automatically)<br /><br />Like last year, the installation went perfectly well.  More updates as I work on my tax return."
0,Check Compatibility<br />Very disappointed. Code did not work to renew prior version of Norton even though this is the software that Norton's website sent me to when I seached their website using the prior version as the search term.
2,"Lots of download issues with certain accounts. So I have to manually enter transactions. I feel like the older versions (2010 maybe?) were less buggy and worked better. Download issues aside, this software is great for tracking expenses and running reports."
4,Free antivirus seems to work great. I haven't had any issues with it. My computer has stayed virus free since I have used it.
3,"Only complaint is that it is sometimes difficult to change the measurements on a wall between a corner and a door, a corner and a window, a window and another window, etc."
4,Works as advertised with great new features
1,Really slowed down my new Lenovo computer.  Other than that it is fine.
4,"It was easy to install,easy to update either manually or automatically and I haven't had any problems with a virus getting through."
3,Just what I needed for at home use.
3,"Will, I have to give TTP four stars, but only because Symantec contacted me, and presumably other TTP purchasers.  They apologized for the price increase and offered a $25.00 refund.<br />The program itself worked smoothly, better than last year and I got the refund check a couple of days after I requested it online.<br />Hope Symantec comes to their senses for next year."
0,"It's a ripoff. The description clearly says that it covers capital gains distributions:  &#34;Choose TurboTax Deluxe if any of the following apply to you: You have interest, dividends or capital gain distributions.&#34; But once you actually get inside the program and try to use that feature it says you have to buy the upgrade to Premier.  They have now added a little phrase at the end of the sentence I quoted above that says you have to buy Premier -- a lot of help that is for those of us who already bought it! In addition, Amazon's customer service on this issue has been abysmal -- they have consistently refused to even admit there is a problem. Additionally, when I filed my taxes, I discovered that Amazon's offer of a gift card in increments of $100 (+10% from Amazon) was essentially bogus. On three different attempts, I received a message saying I was not eligible because my refund was less than $2000.  So much for Amazon's usually stellar customer service! BEWARE!"
4,"It keeps my computer safe,always remind me when there is an update and best of all it's free. Thanks Team Avast!"
4,"Works great, awesome price!"
3,"Revisions 11-29-11:  Turbotax now includes Schedule D and I will be going ahead with my tax planning.  The download was fast over broadband.  There were no problems with the install.  At this point, I'm looking forward to reducing my taxes for this year.  Thanks to the Intuit VP who let me know to check for an early update.  Much appreciated!  I will try to keep you posted on the results of these efforts, as well as the actual tax filing.  Original review:  I purchased Turbotax Basic 2011 to be able to determine what actions I need to take during November and December 2011 to minimize my 2011 taxes.  However the program informs me that Schedule D is not available until 12/15/11, one month from now.  It has **NO** Schedule D functionality available now.  For my purposes, this is worthless until all the basic IRS forms are available.  It would seem that Intuit could very easily have included the old 2010 version of Schedule D with a warning that it needs to be updated prior to filing taxes.  It is easy enough for the user to set a \\""flag\\"" in Turbotax indicating some required action.  Why can't they do the same?  If you are planning to purchase it early to play what-if games with your taxes, you may as well wait until the middle of December to do so.  I've used Turbotax Basic for years to file my taxes, and been pretty happy with it.  This is the first time I've attempted to use it early.  I just don't understand why Intuit would be marketing a product which does not have full functionality.  There have to be  alot of people who require Schedule D.  And who knows what else is missing..."
0,"Utterly horrible! I previously used Quicken 2011 Premier, but after purchasing an iMac, I decided to give Quicken's latest version for the Mac a try. Total waste of time as the software is a joke. Luckily I was able to get a refund."
4,pros...everything<br /><br />cons...none<br />recommend this product to everyone<br />cheaper than going to the store to buy it ...got it for the fraction of the price
1,"I have had nothing but trouble since I installed 2015. I have given up on syncing and downloading from by bank,  Syncing takes for ever and Quicken cannot find my account."
4,I found this a few years ago and have never used anything else since..... Works great!<br />I have never had a problem ever again.<br />As a matter of fact I will be re upping my subscription this year.
1,This new version is nothing to write home about.  It really is no different for me as a business user except I am no longer able to email invoices because I can't use Outlook express to do it.  At least the version I have and I haven't been able to update only Outlook express.  My understanding I will have to update my complete bundle of OFFICE software.  This new Quicken has actually made my job harder and I have taken a step back now that I have to print and mail all my invoices.  Bad move folks!!
1,"Even some years after Microsoft quite supporting Microsoft Money, it (Microsoft Money Plus) is still a better product than Quicken Home & Business 2014."
2,Not completely satisfied. Updates are not forthcoming.  Having a hard time opening Word.  It keeps closing as soon as it opens. Not happy.
3,This was a great purchase. AVG has a chat line to help with download if needed and it is very good virus software.
0,Came with a load of malware!
0,I have used turbo tax for years. The price has always been in the $30 range until last year there was a significant increase in pricing. Then along comes 2014/2015. Now instead of buying deluxe I am forced to buy premier for double the cost of deluxe!  Phooey that. I think turbo tax will be losing customers in droves.  I will go to filing manually before I will pay $70 for tax software. What were they thinking!  And as to the parent company name of intuit seems a misnomer on so many levels. The program itself is mistake prone when it comes to schedules E and D and as to the intuition on their marketing strategies; well there was an epic fail there.
0,I need a thumbs down emoticon!!!!  All city forms have a watermark that says &#34;Do not File&#34;&#34; Form not Finalized&#34;. Paid $60 for this worthless program....and just paid $130 for a CPA to do our taxes!!! Bull crap!!!! This long time turbo tax user is done!!! One star because they don't give a zero star option.
0,Terrible just terrible. I could have put together a spreadsheet to do this. They went 15 years backward on this version. I wish I could give it - Five Starts.
2,It's what I needed for my MacBook to get my taxes done.
1,This software is very complex when organizing photos. The iPhoto works better.
3,I've been using Quicken Essentials for Mac.  New to Quicken 2015 only because QE online updating with your bank will no longer be supported.  Q2015 has a much different look so I think its just going to take some time to get used to things.  A good product otherwise.
2,I keep getting requests from people I know who use Snaggit about how to use Snaggit in various ways.  I downloaded it just so I could give them support.
2,"I upgraded entirely because I was offered the half off price. I did so in the hope that (maybe) there were some performance enhancements in the full version that I was not getting with the starter (whatever it's called) edition (which cost me very little so I never complained). My advice: Unless there is some feature in the full version that you simply cannot live without, go with (or stay with) that starter edition. On line banking works perfectly fine in the less expensive edition and I've never found a need to get any of those pay-by-the-month services. Some day, when I get the time, I'll switch everything over to Gnu Cash."
3,Good product.  A little different layout than Mac essentials but they forced the upgrade which isn't really appreciated and why I only gave it 4 stars.  Otherwise it works great.
4,Works good use for all devices. Have yet to have a problem and easy to install. Will use again. Thanks
4,"Great stuff. Lot of functions and features, you can use it even for Pro/Indy solutions.<br />The support is nice, there are nice totorials, too.<br /><br />Comparing to earlier versions of Hitfilm, if you ever tried them and was not satisfied, give a try to this version 3, it is now has more rich features and solutions."
4,"I installed Norton Antivirus 2014 on a Windows 8.1 Pro 64 bit computer.  Contrary to popular belief, this software has not degraded computer performance in any way.  No antivirus software will catch every kind of nasty on the internet, but Norton Antivirus 2014 is one of the best on the market.  As long as Norton continues to make antivirus software of this caliber, I will continue to use it.  I would definitely recommend it to my friends and family."
2,"It was difficult to maneuver in. Pretty much you better hope you got it right during the interview or you would work your way through piles of screens to get to the one you needed to update. Plus if you put in Zeros on some screens it fails the post review test because you didn't put in a description of what you made zero money on. I mean really. It took me half an how to figure out what the problem was. At least it was cheaper than Turbo Tax, has auditing help, and you can own the software on your computer. I did Tax Slayer last year and they charge you to go out an look at the return you paid them for last year."
1,Switched from TurboTax after 10+ years due to the required forced upgrade to Premier. Limited use with H&R Block and already discovered: Financial Institutions available to import is very limited (NO Scottrade) plus TXF files for K-1's do NOT import data completely. Switching back to TurboTax & will claim $25 REBATE after my return is filed.
4,This product has saved me a couple times already.  All the features it gives you is great for less than 30 dollars.
4,Always use turbo tax
4,"QuickBooks is an easy software to learn. I was hired and was trained on it in October 2014. It works well with all of the tasks I need to accomplish with my job. The layout is pleasing to look at and user friendly. Because it is online I can work literally anywhere with internet access. I do not have access to all of the features due to my position but suspect they are as user friendly, neat and organized as the rest of the features I am using now. The only problem I have encountered has been the Weekly Timesheet giving me an error with week. I have emailed the 24/7 support team and they are working on it now. I would definitely recommend QuickBooks to any small business owner."
2,"THIS IS AN UPDATE TO MY REVIEW BELOW:<br /><br />After three (3) chat attempts I was finally able to resolve my issue with this latest version. It was actually an easy fix but, as stated, it took three tries before getting someone with the knowledge to resolve my problem. I have moved my \\""Star Recommendation\\"" from 1 to 3 stars. I would rate it higher, as the product is great when working properly, but I still stand behind the statement below that customer service as a whole has declined. I honestly hope this will improve in the future.<br /><br />ORIGINAL REVIEW:<br /><br />I have been a Quicken user for over twelve (12) years. I was using Quicken before online services were available. Over the years I have had issues and found support was easily accessible but I have noticed over the past two (2) years this is no longer the case. After installing the 2014 version of Quicken, I began to have issues downloading my bank transactions. I began by looking through the FAQ section of the support website and it was then I noticed there was no way to contact a live person. After posting my question in the FAQ section I received a response directing me to a \\""chat\\"" support option. Since I had no other choice I began a long, long chat session where the rep was obviously trying to help me with my issue as well as who knows how many other chatters. I was never able to resolve my issue. I hate that this has become the case with Quicken."
4,ECELLENT PRODUCT.  I'VE USED IT FOR OVER A YEAR AND HAD NO PROBLEMS. WOULD RECOMMEND IT TO ANYONE FOR THEIR COMPUTER.
0,I didn't realize this until AFTER the install. Next year I will switch to a different software. I feel like Norton was pretty sneaky about this.
1,"The product itself seems fine but with a bit of a learning curve.<br />That they provide support is questionable. You normally, not always, get through to a support tech fairly quickly.<br />Depends then on who you get.  Sometimes they walk you through problems, questions, issues.<br />What I've run into recently is that they are not there for, &#34;How do I,&#34; or to get you past a sticking point but are only on hand if the software stops working.<br />I practically begged one of their techs and customer service personnel to help me or find someone to help as I had hit a stopping point and didn't know how to proceed.  Just to get me started so I could continue.<br />They refused citing the ridiculous policy stated above.  Why don't they advertise then that their support policy is conditional.<br />I should have known better from past experience. Now, for sure, I am finished with Serif."
0,"I have used Quicken for about 20 years and have every upgrade.  This is the worst one ever.  In the past I have been very pleased with the program.  This one crashes all the time, it freezes and throws me out of the program.  I could not hate it more."
4,Read the reviews from all sources.  They all say the same; this software really protects you from malware.
1,"WOW! I feel like I've been duped this year by turbotax. I've been using this product for about 10 years now and this is a FIRST. I paid extra for the &#34;deluxe&#34; version, but i actually got short changed. Not only do I have to now pay $20 extra to &#34;e-file&#34; my MA state return, I find out AFTER purchase that I don't even have the OPTION to e-file my MA state return. Way to go TurboTax. Bravo, you got my $$ before I could find out that you downgraded your software. I blame myself for not reading the less than favorable reviews, and assuming the product was as good as it's always been, shame on me.I will print my state return and snail-mail it this year. What a great advancement for your software. Buyer beware, I'll be switching to a different or free tax software next year. I will post as many negative reviews about this on as many retail/product review sites as I legally can."
2,"As Intuit always does, they make you upgrade.  I was happy with 2010 and got used to some of the pop-up annoyances.  With 2013, different pop-ups and new annoyances.  Key strokes changed in register entries.  Tried the support, one word for them, useless.  One of the answers I received was, &#34;to clear the error screen, click OK or Cancel&#34;.  Now that was just funny.  Overall, the product is still the standard for banking institutions, so not much other choice."
0,"Mar. 1 Update:  After writing the review last week, I remained on hold for chat for a total of one hour and 45 minutes.  At that point, I had to run to the restroom.  By the time I got back, someone had come on the chat line, and when I didn't respond immediately, ended the chat.  Still the same issue this morning.  Right now, I am waiting for online chat AND on hold for a phone assistance.  It has ONLY been 10 minutes so far, so I anticipate I will have quite a long wait ahead of me.  In the meantime, I am trying to get the system to allow me to manually enter the values.  (I figure I can look up the values online while I am waiting).  It turns out I need to identify when I BOUGHT the item originally to be able to do that.  I wish at this point that I could give this item 0 stars.  I have never been as disgusted with ANY software as I am with this right now.  I may end up changing this review if I am ultimately able to get through the program, but right now, I am completely disgusted with this program.  I am relatively experienced at preparing taxes (used to do it professionally 'back in the day').  Previous to this year, I have used Turbo Tax annually for a LOT of years, but due to the extremely negative reviews on Turbo Tax this year, along with the high cost of the product, I opted to try H&R Block this year.  So... I have gotten most of the way through my tax return, and pretty much ONLY need to item my deductions for the non-cash deductions I had for 2014.  This is material, since my husband and I had quite a significant number of donated items this year, including tools, sporting goods, clothing, etc.  Using Turbo Tax in prior years, it has been a simple matter of going to the appropriate category, selecting the item, and then choosing whether to use the high, medium, or low value of this item.  I expected something similar with H&R Block's DeductionPro.  Unfortunately, when I got to that section last week, a window opened up to load the values, and it stayedthere and HUNG.  I tried updating the software, closing the program, and rebooting.  Nothing worked.  I'm back at it again; same results today (I also reset my modem, updated the software again, and waited ALL week long in the hope that this was just a LOT of data.)  After all of the previous steps, and waiting an hour plus, I decided to use H&R Block's on-line chat.  I waited over 45 minutes the first time and then had to go do something.  This time, I've been waiting for over an hour with ZERO response.  The only option I have been able to find so far is to manually look up values online elsewhere and then manually enter them into the program.  Quite frankly, this functionality is the MAIN reason I purchase tax preparation software, other than the ability to file electronically.  If I end up having to do this myself, I will be demanding a refund due to non-functionality of the program.  The other parts of this program seem to be fine, but that's immaterial if it won't do EVERYTHING that is needed for a tax return with itemized deductions.  I am completely disgusted with the product and the company's support at this point."
1,"Based on other reviews I suppose what you think of this software depends on what you want to do with it.<br /><br />I bought this software so that I could convert PAL DVDs to NTSC DVDs. For starters, when you click on convert, pick the DVD burner as your destination, drag in the files you want to convert, the software stops working. The work around is to convert the input to a destination folder and then burn the DVD from there. The software comes with a an option to burn a DVD and it seems you have to use that software.<br /><br />The software does not make any attempt to preserve the original format. Do not be surprised if the output file is larger than what will fit on a dual density DVD. It means that you will have wasted a lot of time.<br /><br />I would buy the converter that they claim is much faster. It's not the conversion speed that is the problem it's that the software just doesn't work the way it is supposed to. If you do use the work around it not only converts the DVD from PAL to NTSC but it changes the file layout and when you watch the converted NTSC DVD is simply NOT a conversion of the original PAL DVD. I know since I ended up buying a DVD player that can play all regions and PAL.<br /><br />The cost of this software goes a long way towards buying a DVD player that can play all regions and PAL DVDs. I would suggest you take that route of you are thinking about buying this for PAL to NTSC conversion.<br /><br />The only reason I did not give this software product one star is that the alternatives that I looked at are worse."
1,I like Microsoft Office and would like it even more if I would be able to download my third copy
4,Good buy from Amazon using the download feature for all three of my computers. NIS 2012 works better then 2011.
0,"So, WTF? I buy it for $59, and spend money to process my return electronically. and the TV comes on advertising $0 to file.  F that, don't buy turbo tax, go with HR block, buy something else. Too bad I have to give it a full star. You suck turbo tax."
3,"I have not used this however it was very simple to download and get registered.  and from just glancing at it, it seems to be equal to more expensive language programs. I am looking forward to trying it."
3,"Pretty helpful for a novice...however, I'm sure an experienced tax accountant could do better, but good for simple businesses.  Try it."
1,Does anyone actually like Office? It is what it is.
0,"Wow, I was just about to buy the TurboTax Deluxe, as I have done for the past 20+ years, and I noticed for the first time the 1 star rating. After reading all of these reviews, there is NOTHING I can say that hasn't been said already. I am simply outraged and extremely disappointed with what they have done. This will serve as my petition and public notice that I will NOT be using TurboTax for my tax filing this year, I'm not interested in &#34;discounts&#34;, I'm not interested in public apologies. I'm not interested in waiting until next year to see what TurboTax will do about this problem. I'm guessing nothing except for discounts to soften the blow. The automatic, generic-looking responses from VP Bob is giving the consumers a message that this problem is widely known and massive by comparison. It also gives a hint of suggestion that they are not interested in responding to the key issues that have been brought forth. We want answers. Don't you think your long time loyal customers deserve that? I guess not. Just fix it then! And MAYBE you will get your customers back. That's if we don't fall in love with another product that is not only cost competitive but gives the loyal customers what they need: The missing schedules which have always been standard with deluxe AT A FAIR MARKET PRICE and the loyalty, consistency and security we as tax payers need! Someone commented &#34;didn't Netflix teach them anything?&#34;. The difference is Netflix took immediate action and fixed it. I think Turbotax is waiting to see what the cause and effect will be to their customers by this action. They gambled with the idea that too many people have trusted TurboTax for many, many years and are too reluctant to change. They banked on human nature. But in this economy? When do the consumers say enough is enough? With capitalism comes freedom of choice. I choose to go elsewhere. Start a new beginning. I don't know what will happen next year but I don't want to wait to find out that I should have made the change THIS YEAR. I will make the change now. I believe they plan to keep it this way since most consumers are Deluxe users and they are hoping they will &#34;buy in&#34; and accept the fact that buying the premier version will be their only option with no questions asked. We are smarter than that."
